Year,Month,PACIFIC_comp_1,ATLANTIC_comp_1
1926,2,0.32614,0.161399
1926,3,0.415457,0.0967
1926,4,0.310731,0.166424
1926,5,0.284229,0.0292
1926,6,0.254776,0.105091
1926,7,0.259014,0.125591
1926,8,0.232142,0.117213
1926,9,0.0682,0.117155
1926,10,0.0164,0.151974
1926,11,0.0353,-0.161814
1926,12,0.0468,-0.149708
1927,1,-0.0254,-0.0986
1927,2,0.105632,-0.148835
1927,3,-0.0388,-0.0999
1927,4,-0.081,-0.180271
1927,5,-0.131281,-0.0542
1927,6,-0.0567,0.0515
1927,7,-0.138541,0.0031
1927,8,-0.0565,-0.0162
1927,9,-0.00309,-0.0108
1927,10,0.0407,0.124144
1927,11,0.0676,0.0827
1927,12,0.0262,0.0614
1928,1,0.126359,-0.16003
1928,2,0.0947,-0.24965
1928,3,-0.00356,-0.251181
1928,4,-0.0132,-0.295479
1928,5,0.0315,-0.0136
1928,6,-0.00872,-0.0933
1928,7,-0.00968,-0.0737
1928,8,-0.0684,-0.046
1928,9,-0.0954,-0.0772
1928,10,-0.152512,-0.0934
1928,11,-0.0556,-0.217464
1928,12,-0.126009,-0.336082
1929,1,-0.0847,-0.237863
1929,2,-0.0718,-0.209327
1929,3,-0.13013,-0.266816
1929,4,-0.0801,-0.158102
1929,5,-0.158661,-0.40444
1929,6,-0.0208,-0.441026
1929,7,-0.00101,-0.337952
1929,8,0.0627,-0.343706
1929,9,0.102065,-0.316685
1929,10,0.123442,-0.279596
1929,11,0.137822,-0.235598
1929,12,0.207762,-0.345572
1930,1,0.134477,-0.385546
1930,2,0.0998,-0.528235
1930,3,0.108022,-0.386257
1930,4,0.196788,-0.343105
1930,5,0.0391,-0.239209
1930,6,0.100893,-0.351072
1930,7,0.225714,-0.263307
1930,8,0.292429,-0.147489
1930,9,0.402212,-0.0203
1930,10,0.485555,0.111072
1930,11,0.622733,0.035
1930,12,0.550928,-0.0151
1931,1,0.591944,0.00432
1931,2,0.545019,0.0816
1931,3,0.517096,0.330352
1931,4,0.439782,0.133894
1931,5,0.414945,0.163358
1931,6,0.342475,0.109198
1931,7,0.25777,-0.0521
1931,8,0.108938,-0.155394
1931,9,0.00898,-0.0774
1931,10,-0.0614,0.000337
1931,11,-0.0304,-0.230588
1931,12,-0.0721,-0.106858
1932,1,-0.0977,-0.296303
1932,2,-0.0444,-0.1635
1932,3,0.0961,-0.170881
1932,4,0.0328,-0.110694
1932,5,0.0643,-0.126219
1932,6,0.107841,-0.324336
1932,7,0.0352,-0.337762
1932,8,0.0199,-0.17946
1932,9,-0.00573,-0.15985
1932,10,-0.0102,-0.232434
1932,11,-0.0115,-0.125943
1932,12,-0.10877,-0.00864
1933,1,-0.0539,0.041
1933,2,-0.0535,0.163895
1933,3,-0.0529,0.074
1933,4,-0.0705,0.0934
1933,5,-0.149435,0.0502
1933,6,-0.184996,-0.0599
1933,7,-0.256253,-0.150914
1933,8,-0.353066,-0.163523
1933,9,-0.431777,-0.177089
1933,10,-0.479939,0.0359
1933,11,-0.506825,-0.194347
1933,12,-0.421873,-0.0573
1934,1,-0.362368,-0.0629
1934,2,-0.335631,-0.300551
1934,3,-0.258897,-0.195044
1934,4,-0.0542,-0.0254
1934,5,-0.0266,0.0976
1934,6,-0.0112,0.299827
1934,7,-0.0823,0.433054
1934,8,0.0464,0.24622
1934,9,0.0181,0.335857
1934,10,-0.0316,0.182964
1934,11,0.0204,0.0899
1934,12,-0.0523,0.156306
1935,1,-0.140911,0.304599
1935,2,-0.0761,0.04
1935,3,-0.143384,0.0176
1935,4,-0.11614,-0.0271
1935,5,-0.104157,-0.0392
1935,6,-0.0403,0.0803
1935,7,-0.0528,-0.0296
1935,8,0.0689,-0.0934
1935,9,0.0287,-0.0381
1935,10,0.101822,-0.0173
1935,11,0.0663,-0.0645
1935,12,-0.0191,0.0385
1936,1,0.0556,0.000182
1936,2,0.100602,-0.0799
1936,3,0.0559,-0.139264
1936,4,0.0826,-0.0691
1936,5,0.135421,-0.259054
1936,6,0.052,-0.371999
1936,7,0.0661,-0.316321
1936,8,0.0153,-0.252234
1936,9,0.0799,-0.108425
1936,10,0.154901,-0.0719
1936,11,0.0846,-0.102046
1936,12,0.141608,-0.0131
1937,1,0.008,0.157675
1937,2,0.210247,0.218745
1937,3,0.242933,0.359102
1937,4,0.196742,0.352524
1937,5,0.0452,0.401129
1937,6,0.0159,0.352138
1937,7,0.0658,0.306808
1937,8,-0.00712,0.345298
1937,9,0.0929,0.334561
1937,10,0.0188,0.190573
1937,11,0.0469,0.258241
1937,12,-0.0567,0.365919
1938,1,-0.0657,0.170278
1938,2,-0.0498,0.208292
1938,3,0.0221,0.224777
1938,4,-0.0271,0.163044
1938,5,0.014,0.147603
1938,6,-0.0695,0.153762
1938,7,-0.24944,0.306257
1938,8,-0.301175,0.300662
1938,9,-0.194275,0.147884
1938,10,-0.178995,0.239249
1938,11,-0.267264,0.137646
1938,12,-0.230052,0.0404
1939,1,-0.314857,0.0319
1939,2,-0.300783,-0.100991
1939,3,-0.205804,-0.102857
1939,4,-0.0253,0.0428
1939,5,-0.0143,0.0982
1939,6,0.0714,0.459016
1939,7,0.0301,0.405775
1939,8,0.0126,0.283251
1939,9,0.106441,0.00345
1939,10,-0.0367,-0.201915
1939,11,0.0776,-0.101695
1939,12,0.185742,0.0969
1940,1,0.341966,0.358586
1940,2,0.37015,0.190963
1940,3,0.438488,0.270601
1940,4,0.48065,0.256936
1940,5,0.489427,0.136273
1940,6,0.363429,-0.163276
1940,7,0.376338,0.141535
1940,8,0.32953,0.27803
1940,9,0.326833,0.18919
1940,10,0.323188,0.0621
1940,11,0.421135,-0.170539
1940,12,0.545568,0.0157
1941,1,0.677229,0.289388
1941,2,0.700309,0.276619
1941,3,0.729999,0.101029
1941,4,0.725343,0.0905
1941,5,0.618033,0.073
1941,6,0.590299,-0.163771
1941,7,0.474019,0.0501
1941,8,0.474576,0.102178
1941,9,0.390075,0.196725
1941,10,0.529014,0.318788
1941,11,0.722801,0.216625
1941,12,0.761115,0.122023
1942,1,0.496962,-0.0821
1942,2,0.330978,-0.256968
1942,3,0.270744,0.0128
1942,4,0.371527,-0.065
1942,5,0.261566,-0.116983
1942,6,0.108404,-0.0856
1942,7,-0.0283,-0.173814
1942,8,-0.261378,-0.00777
1942,9,-0.332817,0.084
1942,10,-0.437914,0.0255
1942,11,-0.411419,-0.0799
1942,12,-0.415,-0.0963
1943,1,-0.387116,-0.237259
1943,2,-0.367136,-0.384186
1943,3,-0.267644,-0.507441
1943,4,-0.104658,-0.575618
1943,5,0.0363,-0.350789
1943,6,0.032,-0.363473
1943,7,-0.00748,-0.333468
1943,8,0.00555,-0.228617
1943,9,-0.137392,-0.2496
1943,10,-0.171141,-0.185269
1943,11,-0.0914,-0.113149
1943,12,-0.102885,-0.183297
1944,1,-0.130838,-0.0203
1944,2,0.0494,0.159311
1944,3,0.0451,0.316758
1944,4,0.0643,0.386159
1944,5,0.156504,0.368544
1944,6,0.211698,0.322496
1944,7,0.175511,0.38949
1944,8,0.0822,0.335137
1944,9,-0.0091,0.0693
1944,10,-0.0204,0.0397
1944,11,-0.0621,0.0516
1944,12,-0.0284,0.156736
1945,1,-0.0911,0.228641
1945,2,-0.044,0.37714
1945,3,-0.146528,0.378958
1945,4,-0.0745,0.476543
1945,5,-0.0406,0.385604
1945,6,0.113137,0.220952
1945,7,-0.00163,0.0635
1945,8,-0.0262,0.13
1945,9,-0.0835,0.206989
1945,10,-0.0685,0.149536
1945,11,0.00122,0.163887
1945,12,0.00825,0.113714
1946,1,-0.0182,-0.00201
1946,2,-0.046,0.222812
1946,3,-0.0842,-0.0979
1946,4,-0.120764,-0.531263
1946,5,-0.111931,-0.559825
1946,6,-0.0985,-0.480181
1946,7,-0.0186,-0.346921
1946,8,-0.2883,-0.388704
1946,9,-0.123938,-0.241697
1946,10,-0.0395,-0.182083
1946,11,-0.0386,-0.120668
1946,12,-0.0263,-0.0463
1947,1,0.0725,-0.0973
1947,2,-0.0187,-0.196191
1947,3,0.0714,-0.0863
1947,4,-0.0106,-0.203174
1947,5,-0.0252,-0.169213
1947,6,0.0701,-0.192915
1947,7,0.0197,-0.0428
1947,8,-0.0932,0.0103
1947,9,-0.144504,-0.0643
1947,10,-0.197938,-0.158774
1947,11,-0.171619,-0.0526
1947,12,-0.0648,-0.0618
1948,1,-0.0932,-0.0983
1948,2,0.0394,0.000965
1948,3,0.10788,0.105243
1948,4,-0.000423,-0.101566
1948,5,0.0826,-0.181382
1948,6,0.0831,-0.411807
1948,7,-0.0494,-0.324712
1948,8,-0.0305,-0.258058
1948,9,-0.154138,-0.180032
1948,10,-0.257531,-0.125228
1948,11,-0.147836,-0.175148
1948,12,0.000442,-0.0748
1949,1,-0.103121,-0.041
1949,2,-0.0235,0.045
1949,3,-0.21158,-0.0288
1949,4,-0.0584,0.145044
1949,5,-0.0381,-0.00964
1949,6,-0.123809,0.0375
1949,7,-0.126969,0.103063
1949,8,-0.134255,0.167074
1949,9,-0.282173,0.104565
1949,10,-0.369046,0.12909
1949,11,-0.441798,0.0413
1949,12,-0.339215,-0.00514
1950,1,-0.305541,0.0976
1950,2,-0.430179,0.0508
1950,3,-0.282193,0.0488
1950,4,-0.26205,-0.0791
1950,5,-0.385281,-0.146814
1950,6,-0.325505,-0.113566
1950,7,-0.344802,-0.0153
1950,8,-0.278839,-0.180407
1950,9,-0.349529,-0.24799
1950,10,-0.312027,-0.337849
1950,11,-0.417959,-0.23469
1950,12,-0.360504,-0.384253
1951,1,-0.273241,-0.367975
1951,2,-0.264851,-0.432957
1951,3,-0.249496,-0.390287
1951,4,-0.171582,-0.154306
1951,5,-0.10231,-0.298204
1951,6,0.0601,-0.117177
1951,7,0.0835,0.129368
1951,8,0.131412,0.151855
1951,9,0.223742,0.115722
1951,10,0.276436,0.102655
1951,11,0.302518,-0.106167
1951,12,0.196632,-0.0652
1952,1,0.187028,0.0564
1952,2,0.185305,0.0485
1952,3,0.130517,0.100898
1952,4,0.156947,0.0523
1952,5,0.106087,-0.0604
1952,6,-0.0397,0.0634
1952,7,-0.127341,0.0463
1952,8,-0.0419,0.0302
1952,9,-0.0431,0.09
1952,10,-0.0481,0.115068
1952,11,-0.108229,0.129391
1952,12,-0.0639,0.184208
1953,1,0.0998,0.0818
1953,2,0.106869,0.00606
1953,3,0.109166,-0.0114
1953,4,0.152462,0.036
1953,5,0.107572,0.016
1953,6,0.115163,0.0261
1953,7,0.114468,0.0332
1953,8,0.0971,0.0547
1953,9,0.200719,0.110781
1953,10,0.10224,0.0821
1953,11,0.109208,0.0119
1953,12,0.12833,-0.082
1954,1,0.127687,-0.172315
1954,2,0.0532,-0.261266
1954,3,0.0425,-0.247249
1954,4,-0.112287,-0.340771
1954,5,-0.120124,-0.349659
1954,6,-0.149207,-0.288858
1954,7,-0.221873,-0.490992
1954,8,-0.257566,-0.31571
1954,9,-0.31483,-0.201465
1954,10,-0.327353,-0.0353
1954,11,-0.296892,-0.0699
1954,12,-0.350663,-0.219916
1955,1,-0.230898,-0.229697
1955,2,-0.269352,-0.284886
1955,3,-0.243597,-0.189513
1955,4,-0.318787,-0.18482
1955,5,-0.425007,0.00194
1955,6,-0.414638,-0.0335
1955,7,-0.362911,-0.0168
1955,8,-0.372817,-0.1046
1955,9,-0.415083,0.00744
1955,10,-0.6383,0.0677
1955,11,-0.647804,0.0887
1955,12,-0.558946,-0.18002
1956,1,-0.398642,-0.114932
1956,2,-0.30957,-0.243874
1956,3,-0.28829,-0.29202
1956,4,-0.320182,-0.315214
1956,5,-0.363047,-0.186152
1956,6,-0.405219,-0.244068
1956,7,-0.408174,-0.139309
1956,8,-0.306761,-0.139798
1956,9,-0.331226,-0.0911
1956,10,-0.361528,-0.120853
1956,11,-0.341004,-0.221084
1956,12,-0.177208,-0.197909
1957,1,-0.110014,-0.185189
1957,2,-0.00931,0.00991
1957,3,0.117355,0.0488
1957,4,0.168124,-0.0412
1957,5,0.268128,-0.092
1957,6,0.217971,0.0773
1957,7,0.341513,0.0529
1957,8,0.370148,0.0126
1957,9,0.296943,-0.0501
1957,10,0.302389,-0.0315
1957,11,0.40688,-0.0576
1957,12,0.426496,0.0145
1958,1,0.545792,0.0855
1958,2,0.524869,0.203865
1958,3,0.37732,0.158018
1958,4,0.311709,0.0692
1958,5,0.350747,-0.383974
1958,6,0.308299,-0.489336
1958,7,0.183286,-0.211342
1958,8,0.213295,-0.149276
1958,9,0.158914,-0.0907
1958,10,0.129365,-0.0268
1958,11,0.152587,0.0193
1958,12,0.261519,0.21335
1959,1,0.263794,0.254311
1959,2,0.273634,0.253549
1959,3,0.200309,0.280127
1959,4,0.195798,0.258664
1959,5,0.24108,0.012
1959,6,0.125307,-0.0507
1959,7,0.0484,0.00899
1959,8,0.0479,-0.035
1959,9,0.0757,0.00234
1959,10,0.0968,0.00562
1959,11,0.0439,-0.0508
1959,12,0.0322,-0.103273
1960,1,0.0468,-0.0545
1960,2,-0.0264,-0.0281
1960,3,0.147248,0.0776
1960,4,0.147063,-0.0299
1960,5,0.100846,0.138328
1960,6,0.0139,0.0826
1960,7,0.0573,0.245295
1960,8,0.0438,0.189505
1960,9,0.047,0.0677
1960,10,-0.0632,0.140543
1960,11,-0.0966,0.133394
1960,12,0.0331,0.079
1961,1,-0.018,-0.028
1961,2,0.0824,-0.10068
1961,3,0.0133,0.0543
1961,4,0.105712,0.0779
1961,5,0.0068,0.215506
1961,6,0.108527,-0.0081
1961,7,-0.0361,-0.0256
1961,8,-0.0745,-0.0593
1961,9,-0.174032,0.0517
1961,10,-0.157554,0.0717
1961,11,-0.141391,0.0106
1961,12,-0.124244,0.079
1962,1,-0.172216,0.13191
1962,2,-0.136431,0.0937
1962,3,-0.133431,0.178551
1962,4,-0.144877,0.201155
1962,5,-0.139477,0.206595
1962,6,-0.133641,0.0744
1962,7,-0.0137,0.0431
1962,8,0.00141,0.002
1962,9,-0.0851,0.0423
1962,10,-0.134103,0.0933
1962,11,-0.135487,0.144417
1962,12,-0.156013,0.215041
1963,1,-0.131672,0.208033
1963,2,-0.145384,0.203335
1963,3,-0.0556,0.300169
1963,4,0.0208,0.323851
1963,5,0.110457,0.402153
1963,6,0.0673,0.471776
1963,7,0.163671,0.416415
1963,8,0.210264,0.347404
1963,9,0.336459,0.200187
1963,10,0.410732,0.178051
1963,11,0.362573,0.324062
1963,12,0.335255,0.346664
1964,1,0.235927,0.253653
1964,2,0.138348,0.156898
1964,3,-0.0578,0.198841
1964,4,-0.07,-0.0599
1964,5,-0.208312,-0.0228
1964,6,-0.189858,-0.0187
1964,7,-0.230362,-0.0325
1964,8,-0.359128,-0.157819
1964,9,-0.400289,-0.35713
1964,10,-0.379673,-0.446926
1964,11,-0.374101,-0.366885
1964,12,-0.386635,-0.447794
1965,1,-0.239949,-0.280554
1965,2,-0.123289,0.0557
1965,3,-0.187311,0.159961
1965,4,-0.0493,0.0711
1965,5,0.0249,0.1771
1965,6,0.0147,0.0384
1965,7,0.162194,-0.149498
1965,8,0.331087,-0.132533
1965,9,0.426665,0.00458
1965,10,0.485405,-0.0674
1965,11,0.54084,-0.185661
1965,12,0.503488,-0.0891
1966,1,0.448835,0.00133
1966,2,0.34155,0.0369
1966,3,0.290801,0.128909
1966,4,0.178072,0.265574
1966,5,0.0592,0.227114
1966,6,0.152208,0.400628
1966,7,0.22523,0.287742
1966,8,0.128371,0.0279
1966,9,0.127435,0.0804
1966,10,0.0999,0.0131
1966,11,0.0886,0.225505
1966,12,-0.0105,0.546149
1967,1,-0.106862,0.312859
1967,2,-0.171158,0.234605
1967,3,-0.0944,0.0109
1967,4,-0.0882,-0.0489
1967,5,0.0127,-0.127784
1967,6,0.0504,-0.314905
1967,7,0.017,-0.34006
1967,8,-0.0925,-0.299417
1967,9,-0.120314,-0.197856
1967,10,-0.0974,-0.29621
1967,11,-0.126032,-0.298275
1967,12,-0.169879,-0.137225
1968,1,-0.279029,-0.0655
1968,2,-0.264733,-0.141666
1968,3,-0.246745,-0.0897
1968,4,-0.198281,0.043
1968,5,-0.155404,-0.0273
1968,6,0.0819,-0.0167
1968,7,0.0507,0.0968
1968,8,0.0908,0.121982
1968,9,0.0994,0.173474
1968,10,0.150608,0.325386
1968,11,0.250747,0.277677
1968,12,0.286118,0.281789
1969,1,0.427746,0.365055
1969,2,0.357551,0.655216
1969,3,0.277484,0.755874
1969,4,0.286099,0.508275
1969,5,0.358096,0.27224
1969,6,0.246625,0.0698
1969,7,0.17504,-0.0247
1969,8,0.190994,0.0745
1969,9,0.305508,-0.000876
1969,10,0.388801,-0.0222
1969,11,0.338502,0.0819
1969,12,0.33567,-0.0353
1970,1,0.360894,-0.0381
1970,2,0.277827,0.0223
1970,3,0.266947,0.228003
1970,4,0.187714,0.13755
1970,5,0.0728,0.0286
1970,6,-0.0524,-0.103443
1970,7,-0.181463,-0.0739
1970,8,-0.315927,-0.0961
1970,9,-0.322035,-0.0284
1970,10,-0.321805,-0.125796
1970,11,-0.351724,-0.0424
1970,12,-0.50958,-0.021
1971,1,-0.533851,0.0564
1971,2,-0.540326,0.107993
1971,3,-0.522108,-0.0121
1971,4,-0.341625,-0.0464
1971,5,-0.325217,0.0344
1971,6,-0.351451,-0.0388
1971,7,-0.279551,-0.19799
1971,8,-0.263639,-0.222968
1971,9,-0.347792,-0.183048
1971,10,-0.411594,-0.208705
1971,11,-0.401887,-0.438539
1971,12,-0.398353,-0.543232
1972,1,-0.170885,-0.0896
1972,2,-0.0781,-0.088
1972,3,-0.0981,-0.183648
1972,4,0.0196,-0.0599
1972,5,0.142202,-0.119841
1972,6,0.264909,-0.104675
1972,7,0.339159,0.0557
1972,8,0.500507,0.0697
1972,9,0.533682,0.0575
1972,10,0.640857,0.144949
1972,11,0.671941,0.227898
1972,12,0.724588,0.432849
1973,1,0.561611,0.472759
1973,2,0.450836,0.464151
1973,3,0.321967,0.313216
1973,4,0.146449,0.41486
1973,5,0.0149,0.526014
1973,6,-0.138276,0.431967
1973,7,-0.146649,0.510893
1973,8,-0.331871,0.53161
1973,9,-0.355788,0.381495
1973,10,-0.413018,0.312396
1973,11,-0.511353,0.321778
1973,12,-0.612875,0.17158
1974,1,-0.668297,0.0238
1974,2,-0.591942,-0.0675
1974,3,-0.446838,-0.204453
1974,4,-0.340838,-0.0704
1974,5,-0.214771,0.15597
1974,6,-0.195692,0.160197
1974,7,-0.269741,0.250532
1974,8,-0.133045,0.132262
1974,9,-0.224505,-0.108953
1974,10,-0.256636,-0.115299
1974,11,-0.294327,-0.0843
1974,12,-0.231147,-0.0822
1975,1,-0.207538,-0.0946
1975,2,-0.191654,-0.11591
1975,3,-0.247744,-0.149113
1975,4,-0.232088,-0.212863
1975,5,-0.259498,-0.0579
1975,6,-0.400039,0.126016
1975,7,-0.328843,-0.0695
1975,8,-0.369117,-0.0499
1975,9,-0.468744,-0.251718
1975,10,-0.566243,-0.148675
1975,11,-0.606495,-0.157639
1975,12,-0.632614,-0.279141
1976,1,-0.711801,-0.350535
1976,2,-0.461393,-0.394325
1976,3,-0.267583,-0.469173
1976,4,-0.183716,-0.46455
1976,5,-0.158707,-0.516954
1976,6,0.0247,-0.426042
1976,7,0.0321,-0.416913
1976,8,0.170314,-0.266984
1976,9,0.269409,-0.0803
1976,10,0.358736,-0.198872
1976,11,0.344821,-0.354826
1976,12,0.312783,-0.168346
1977,1,0.392263,-0.171526
1977,2,0.235825,-0.0618
1977,3,0.154419,-0.0262
1977,4,0.0773,0.0282
1977,5,0.182235,0.00508
1977,6,0.218066,-0.0121
1977,7,0.2211,-0.1502
1977,8,0.152669,0.074
1977,9,0.243934,0.0334
1977,10,0.322591,-0.0428
1977,11,0.342268,-0.0807
1977,12,0.258969,-0.0916
1978,1,0.325956,-0.125338
1978,2,0.222011,-0.105612
1978,3,0.207182,-0.183436
1978,4,0.109619,-0.327058
1978,5,0.095,-0.340627
1978,6,-0.0188,-0.320079
1978,7,-0.0431,-0.0617
1978,8,-0.107012,-0.12132
1978,9,-0.0991,-0.111278
1978,10,-0.0432,-0.0566
1978,11,0.0551,-0.0198
1978,12,0.0804,-0.0689
1979,1,0.148865,0.0145
1979,2,0.108357,0.00886
1979,3,0.130924,-0.151511
1979,4,0.179455,0.0277
1979,5,0.154564,0.0438
1979,6,0.169477,0.150769
1979,7,0.10929,0.114306
1979,8,0.158639,0.18818
1979,9,0.32227,0.213293
1979,10,0.275106,0.134269
1979,11,0.255016,0.0946
1979,12,0.344868,0.0648
1980,1,0.349538,0.0422
1980,2,0.289201,-0.0315
1980,3,0.313033,-0.0489
1980,4,0.267425,0.1761
1980,5,0.290738,0.183635
1980,6,0.254144,0.0355
1980,7,0.141808,0.0167
1980,8,0.0893,0.0975
1980,9,0.0997,0.214704
1980,10,0.0688,0.0559
1980,11,0.13359,-0.0268
1980,12,0.168951,-0.329296
1981,1,-0.0782,-0.15494
1981,2,-0.0973,-0.26628
1981,3,0.0863,-0.122052
1981,4,-0.00122,-0.187113
1981,5,0.0378,-0.265151
1981,6,0.0251,-0.112464
1981,7,-0.0826,-0.0462
1981,8,-0.103869,0.0626
1981,9,0.0422,0.124773
1981,10,0.100441,0.155037
1981,11,0.047,0.20231
1981,12,0.11867,0.205461
1982,1,0.176387,0.0901
1982,2,0.0811,-0.0471
1982,3,0.125527,-0.0524
1982,4,0.247175,-0.192145
1982,5,0.389582,-0.211866
1982,6,0.407853,-0.188571
1982,7,0.351428,-0.184268
1982,8,0.435956,-0.218324
1982,9,0.623961,-0.112935
1982,10,0.733067,-0.0807
1982,11,0.825571,-0.101698
1982,12,0.934181,0.0431
1983,1,0.938076,0.288664
1983,2,0.843401,0.264786
1983,3,0.70646,0.199394
1983,4,0.577254,0.118418
1983,5,0.530454,-0.0243
1983,6,0.528207,-0.104934
1983,7,0.444915,-0.0516
1983,8,0.405823,0.0687
1983,9,0.275136,0.0486
1983,10,0.117359,0.0164
1983,11,0.0386,0.133926
1983,12,0.094,0.356549
1984,1,0.0754,0.424764
1984,2,0.0626,0.517115
1984,3,0.125191,0.507978
1984,4,0.15695,0.344331
1984,5,0.0182,0.375416
1984,6,-0.0153,0.445537
1984,7,-0.00377,0.46116
1984,8,-0.0217,0.552693
1984,9,0.0874,0.495932
1984,10,-0.0413,0.278682
1984,11,-0.110503,0.0992
1984,12,-0.229166,0.153582
1985,1,-0.163611,0.16412
1985,2,-0.140397,0.196181
1985,3,-0.0781,0.000454
1985,4,-0.00265,-0.00932
1985,5,0.00114,0.0878
1985,6,-0.0384,0.120812
1985,7,-0.00098,0.179661
1985,8,-0.0182,0.249215
1985,9,0.0194,0.186229
1985,10,-0.0396,0.230155
1985,11,-0.0176,0.206396
1985,12,-0.00651,0.201628
1986,1,-0.0455,0.135702
1986,2,0.0268,0.241666
1986,3,0.073,0.194936
1986,4,0.145909,0.200006
1986,5,0.198347,0.307464
1986,6,0.255827,0.18418
1986,7,0.211508,0.0938
1986,8,0.206726,0.195578
1986,9,0.372044,0.222383
1986,10,0.404427,0.0339
1986,11,0.489356,-0.136055
1986,12,0.474231,-0.0228
1987,1,0.458167,0.0951
1987,2,0.447898,0.220119
1987,3,0.554057,0.330381
1987,4,0.506364,0.44574
1987,5,0.549881,0.549465
1987,6,0.565252,0.613343
1987,7,0.628248,0.64934
1987,8,0.670647,0.701973
1987,9,0.792394,0.616849
1987,10,0.7029,0.557825
1987,11,0.693911,0.568324
1987,12,0.597542,0.592304
1988,1,0.521415,0.579776
1988,2,0.46777,0.582193
1988,3,0.456926,0.609058
1988,4,0.35107,0.594384
1988,5,0.150373,0.626288
1988,6,0.0313,0.650387
1988,7,-0.0783,0.538091
1988,8,-0.154761,0.483875
1988,9,-0.116221,0.326965
1988,10,-0.330825,0.24319
1988,11,-0.409382,0.151462
1988,12,-0.449127,0.188535
1989,1,-0.411789,0.341144
1989,2,-0.293791,0.253869
1989,3,-0.18739,0.198147
1989,4,-0.0319,0.141615
1989,5,0.0153,0.329223
1989,6,-0.0519,0.377576
1989,7,0.00621,0.408078
1989,8,-0.0687,0.513468
1989,9,0.0113,0.295573
1989,10,-0.0323,0.27387
1989,11,0.0763,0.0708
1989,12,0.122916,0.0265
1990,1,0.10793,-0.0556
1990,2,0.214194,0.177001
1990,3,0.242475,0.302121
1990,4,0.344977,0.378849
1990,5,0.319482,0.304513
1990,6,0.207343,0.304212
1990,7,0.212421,0.168041
1990,8,0.243068,0.253509
1990,9,0.288001,0.317419
1990,10,0.289508,0.379594
1990,11,0.258128,0.369982
1990,12,0.297716,0.371479
1991,1,0.321396,0.176734
1991,2,0.265456,0.160648
1991,3,0.285447,0.19917
1991,4,0.356445,0.26638
1991,5,0.440523,0.43257
1991,6,0.438441,0.341761
1991,7,0.44171,0.213201
1991,8,0.347421,0.143118
1991,9,0.329914,0.135682
1991,10,0.43498,-0.0508
1991,11,0.465147,-0.169012
1991,12,0.534681,0.0725
1992,1,0.532606,0.0152
1992,2,0.502759,-0.00706
1992,3,0.507956,-0.187656
1992,4,0.554522,-0.179307
1992,5,0.610839,-0.102849
1992,6,0.463651,-0.211088
1992,7,0.388417,-0.167718
1992,8,0.210441,-0.1189
1992,9,0.196716,-0.101428
1992,10,0.197347,-0.140884
1992,11,0.225231,-0.240624
1992,12,0.179774,-0.0745
1993,1,0.315692,0.130144
1993,2,0.332769,0.135017
1993,3,0.396386,0.143277
1993,4,0.431652,0.259952
1993,5,0.510257,0.201286
1993,6,0.452028,0.110494
1993,7,0.321431,0.216076
1993,8,0.25205,0.168879
1993,9,0.314072,0.370748
1993,10,0.36732,0.311046
1993,11,0.339429,0.27319
1993,12,0.306143,0.272416
1994,1,0.300834,0.122157
1994,2,0.169816,0.0479
1994,3,0.26365,0.150821
1994,4,0.316439,0.219998
1994,5,0.33837,0.225125
1994,6,0.311498,0.0972
1994,7,0.276831,-0.0433
1994,8,0.287773,0.122462
1994,9,0.361794,0.0802
1994,10,0.499287,0.206358
1994,11,0.471213,0.292195
1994,12,0.468987,0.313461
1995,1,0.457383,0.420948
1995,2,0.421406,0.502148
1995,3,0.379312,0.61024
1995,4,0.322816,0.537321
1995,5,0.284653,0.524759
1995,6,0.334943,0.617409
1995,7,0.290603,0.544577
1995,8,0.114031,0.447819
1995,9,0.0839,0.314711
1995,10,-0.0386,0.309651
1995,11,-0.0655,0.325685
1995,12,-0.0485,0.257075
1996,1,-0.0257,0.355815
1996,2,-0.000122,0.517701
1996,3,0.127709,0.388072
1996,4,0.134083,0.547866
1996,5,0.118492,0.510292
1996,6,0.177942,0.425967
1996,7,0.0987,0.422095
1996,8,0.036,0.364901
1996,9,0.0658,0.208657
1996,10,-0.00528,0.12161
1996,11,0.0422,-0.0502
1996,12,-0.0397,-0.11938
1997,1,-0.0289,-0.197058
1997,2,-0.0606,-0.210658
1997,3,0.167309,-0.158241
1997,4,0.329891,-0.229449
1997,5,0.480108,-0.086
1997,6,0.646258,-0.069
1997,7,0.684088,0.0655
1997,8,0.859559,0.159939
1997,9,0.95654,0.31897
1997,10,0.966892,0.58984
1997,11,1.04837,0.678925
1997,12,1.05113,0.799336
1998,1,1.05255,0.735166
1998,2,0.951162,0.777894
1998,3,0.847214,0.783633
1998,4,0.734701,0.655114
1998,5,0.686343,0.655338
1998,6,0.419768,0.72503
1998,7,0.291606,0.755334
1998,8,0.201267,0.58705
1998,9,0.0896,0.611739
1998,10,-0.101488,0.536973
1998,11,-0.12096,0.499188
1998,12,-0.177032,0.357029
1999,1,-0.193697,0.209253
1999,2,-0.141292,0.274797
1999,3,0.0188,0.291769
1999,4,-0.00537,0.375219
1999,5,-0.0714,0.482022
1999,6,-0.10165,0.498109
1999,7,-0.101693,0.563908
1999,8,-0.152514,0.508289
